State,Year,Quarter,Transaction Type,Transactions,Amount (INR),ATV (INR)
Meghalaya,2019,4,Merchant payments,"24,430","25,344,715","1,037"
Meghalaya,2019,4,Financial Services,382,"124,512",326
Meghalaya,2019,4,Others,"2,351","2,485,447","1,057"
Meghalaya,2020,1,Recharge & bill payments,"226,214","59,666,071",264
Meghalaya,2020,1,Peer-to-peer payments,"216,022","1,013,733,312","4,693"
Meghalaya,2020,1,Merchant payments,"57,245","44,125,206",771
Meghalaya,2020,1,Financial Services,473,"402,780",852
Meghalaya,2020,1,Others,"2,329","2,207,471",948
Meghalaya,2020,2,Recharge & bill payments,"382,662","100,570,200",263
Meghalaya,2020,2,Peer-to-peer payments,"202,270","998,750,896","4,938"
Meghalaya,2020,2,Merchant payments,"46,014","48,980,521","1,064"
Meghalaya,2020,2,Financial Services,"1,186","2,944,583","2,483"
Meghalaya,2020,2,Others,"3,263","2,488,954",763
Meghalaya,2020,3,Recharge & bill payments,"342,484","97,662,913",285
Meghalaya,2020,3,Peer-to-peer payments,"194,448","1,065,012,682","5,477"
Meghalaya,2020,3,Merchant payments,"55,595","67,511,647","1,214"
Meghalaya,2020,3,Financial Services,"1,587","4,049,967","2,552"
Meghalaya,2020,3,Others,"3,465","2,821,793",814
Meghalaya,2020,4,Recharge & bill payments,"350,006","102,794,648",294
Meghalaya,2020,4,Peer-to-peer payments,"286,252","1,579,858,348","5,519"
Meghalaya,2020,4,Merchant payments,"111,471","115,136,798","1,033"
Meghalaya,2020,4,Financial Services,"1,809","2,774,557","1,534"
Meghalaya,2020,4,Others,"4,470","3,678,222",823
Meghalaya,2021,1,Peer-to-peer payments,"326,993","1,794,745,857","5,489"
Meghalaya,2021,1,Recharge & bill payments,"306,634","106,098,526",346
Meghalaya,2021,1,Merchant payments,"108,805","147,747,773","1,358"
Meghalaya,2021,1,Financial Services,"1,777","3,981,898","2,241"
Meghalaya,2021,1,Others,"3,437","2,941,224",856
Meghalaya,2021,2,Recharge & bill payments,"389,959","129,031,456",331
Meghalaya,2021,2,Peer-to-peer payments,"366,411","1,885,041,504","5,145"
Meghalaya,2021,2,Merchant payments,"147,406","173,894,963","1,180"
Meghalaya,2021,2,Financial Services,"1,766","2,306,497","1,306"
Meghalaya,2021,2,Others,"4,052","3,342,836",825
Mizoram,2018,1,Recharge & bill payments,"10,155","2,199,565",217
Mizoram,2018,1,Peer-to-peer payments,"6,845","41,186,717","6,017"
Mizoram,2018,1,Merchant payments,616,"1,066,002","1,731"
Mizoram,2018,1,Financial Services,260,"65,022",250
Mizoram,2018,1,Others,685,"709,913","1,036"
Mizoram,2018,2,Recharge & bill payments,"13,550","3,107,407",229
Mizoram,2018,2,Peer-to-peer payments,"11,427","77,040,044","6,742"
Mizoram,2018,2,Merchant payments,"1,310","2,368,712","1,808"
Mizoram,2018,2,Financial Services,167,"60,940",365
Mizoram,2018,2,Others,597,"931,303","1,560"
Mizoram,2018,3,Peer-to-peer payments,"18,564","108,783,544","5,860"
Mizoram,2018,3,Recharge & bill payments,"17,610","4,050,434",230
Mizoram,2018,3,Merchant payments,"2,310","2,952,534","1,278"
Mizoram,2018,3,Financial Services,240,"43,891",183
Mizoram,2018,3,Others,592,"770,336","1,301"
Mizoram,2018,4,Peer-to-peer payments,"26,212","177,049,162","6,755"
Mizoram,2018,4,Recharge & bill payments,"24,533","5,523,703",225
Mizoram,2018,4,Merchant payments,"3,699","6,911,587","1,869"
Mizoram,2018,4,Financial Services,145,"35,654",246
Mizoram,2018,4,Others,653,"906,747","1,389"
Mizoram,2019,1,Peer-to-peer payments,"35,126","204,183,867","5,813"
Mizoram,2019,1,Recharge & bill payments,"30,327","6,760,114",223
Mizoram,2019,1,Merchant payments,"3,984","6,470,456","1,624"
Mizoram,2019,1,Financial Services,133,"33,512",252
Mizoram,2019,1,Others,736,"712,946",969
Mizoram,2019,2,Peer-to-peer payments,"37,364","233,471,780","6,249"
Mizoram,2019,2,Recharge & bill payments,"31,903","7,823,562",245
Mizoram,2019,2,Merchant payments,"5,646","5,889,317","1,043"
Mizoram,2019,2,Financial Services,80,"14,455",181
Mizoram,2019,2,Others,678,"817,593","1,206"
Mizoram,2019,3,Recharge & bill payments,"49,073","12,966,807",264
Mizoram,2019,3,Peer-to-peer payments,"42,645","257,538,220","6,039"
Mizoram,2019,3,Merchant payments,"5,560","7,397,529","1,330"
Mizoram,2019,3,Financial Services,94,"72,985",776
Mizoram,2019,3,Others,722,"818,359","1,133"
Mizoram,2019,4,Recharge & bill payments,"60,511","16,857,122",279
Mizoram,2019,4,Peer-to-peer payments,"57,109","341,664,291","5,983"
Mizoram,2019,4,Merchant payments,"6,939","9,451,111","1,362"
Mizoram,2019,4,Financial Services,100,"20,966",210
Mizoram,2019,4,Others,580,"695,859","1,200"
Mizoram,2020,1,Recharge & bill payments,"85,067","24,356,295",286
Mizoram,2020,1,Peer-to-peer payments,"57,916","356,260,523","6,151"
Mizoram,2020,1,Merchant payments,"9,961","10,404,415","1,045"
Mizoram,2020,1,Financial Services,119,"283,854","2,385"
Mizoram,2020,1,Others,546,"772,493","1,415"
Mizoram,2020,2,Recharge & bill payments,"127,592","37,504,551",294
Mizoram,2020,2,Peer-to-peer payments,"60,021","404,110,075","6,733"
Mizoram,2020,2,Merchant payments,"10,056","14,627,464","1,455"
Mizoram,2020,2,Financial Services,244,"434,960","1,783"
Mizoram,2020,2,Others,549,"516,384",941
Mizoram,2020,3,Recharge & bill payments,"132,664","40,941,077",309
Mizoram,2020,3,Peer-to-peer payments,"99,644","634,560,147","6,368"
Mizoram,2020,3,Merchant payments,"20,934","30,693,648","1,466"
Mizoram,2020,3,Financial Services,535,"824,865","1,542"
Mizoram,2020,3,Others,926,"924,438",998
Mizoram,2020,4,Peer-to-peer payments,"141,038","887,252,744","6,291"
Mizoram,2020,4,Recharge & bill payments,"140,297","45,386,403",324
Mizoram,2020,4,Merchant payments,"39,676","52,094,801","1,313"
Mizoram,2020,4,Financial Services,607,"855,202","1,409"
Mizoram,2020,4,Others,989,"932,966",943
Mizoram,2021,1,Peer-to-peer payments,"156,386","982,955,112","6,285"
Mizoram,2021,1,Recharge & bill payments,"128,055","45,558,278",356
Mizoram,2021,1,Merchant payments,"43,511","70,289,688","1,615"
Mizoram,2021,1,Financial Services,648,"1,330,633","2,053"
Mizoram,2021,1,Others,975,"971,876",997
Mizoram,2021,2,Peer-to-peer payments,"173,064","995,581,953","5,753"
Mizoram,2021,2,Recharge & bill payments,"161,763","56,059,844",347
Mizoram,2021,2,Merchant payments,"57,877","69,528,721","1,201"
Mizoram,2021,2,Financial Services,611,"710,658","1,163"
Mizoram,2021,2,Others,"1,025","993,297",969
Nagaland,2018,1,Recharge & bill payments,"28,198","5,361,676",190
Nagaland,2018,1,Peer-to-peer payments,"11,631","69,830,122","6,004"
Nagaland,2018,1,Merchant payments,822,"1,170,667","1,424"
Nagaland,2018,1,Financial Services,399,"299,017",749
Nagaland,2018,1,Others,"1,795","1,344,409",749
Nagaland,2018,2,Recharge & bill payments,"41,959","9,139,468",218
Nagaland,2018,2,Peer-to-peer payments,"20,099","140,193,108","6,975"
Nagaland,2018,2,Merchant payments,"1,529","2,293,935","1,500"
Nagaland,2018,2,Financial Services,379,"153,459",405
Nagaland,2018,2,Others,"1,633","1,545,608",946
Nagaland,2018,3,Recharge & bill payments,"54,885","12,664,923",231
Nagaland,2018,3,Peer-to-peer payments,"33,930","223,964,723","6,601"
Nagaland,2018,3,Merchant payments,"3,518","3,631,042","1,032"
Nagaland,2018,3,Financial Services,460,"125,172",272
Nagaland,2018,3,Others,"1,578","1,406,883",892
Nagaland,2018,4,Recharge & bill payments,"72,881","16,615,511",228
Nagaland,2018,4,Peer-to-peer payments,"53,723","358,926,253","6,681"
Nagaland,2018,4,Merchant payments,"10,350","10,500,635","1,015"
Nagaland,2018,4,Financial Services,587,"216,127",368
Nagaland,2018,4,Others,"1,792","1,754,940",979
Nagaland,2019,1,Recharge & bill payments,"87,596","20,020,458",229
Nagaland,2019,1,Peer-to-peer payments,"71,642","411,855,878","5,749"
Nagaland,2019,1,Merchant payments,"7,306","8,187,940","1,121"
Nagaland,2019,1,Financial Services,430,"101,073",235
Nagaland,2019,1,Others,"1,605","1,776,363","1,107"
Nagaland,2019,2,Recharge & bill payments,"92,492","21,350,211",231
Nagaland,2019,2,Peer-to-peer payments,"81,065","487,705,354","6,016"
Nagaland,2019,2,Merchant payments,"12,949","8,990,954",694
Nagaland,2019,2,Financial Services,286,"129,758",454
Nagaland,2019,2,Others,"1,961","1,890,405",964
Nagaland,2019,3,Recharge & bill payments,"145,812","33,293,528",228
Nagaland,2019,3,Peer-to-peer payments,"100,736","601,803,135","5,974"
Nagaland,2019,3,Merchant payments,"13,031","13,381,591","1,027"
Nagaland,2019,3,Financial Services,210,"229,320","1,092"
Nagaland,2019,3,Others,"2,089","2,248,897","1,077"
Nagaland,2019,4,Recharge & bill payments,"172,761","39,720,746",230
Nagaland,2019,4,Peer-to-peer payments,"128,674","777,298,579","6,041"
Nagaland,2019,4,Merchant payments,"13,578","15,460,907","1,139"
Nagaland,2019,4,Financial Services,499,"283,292",568
Nagaland,2019,4,Others,"1,658","1,773,615","1,070"
Nagaland,2020,1,Recharge & bill payments,"221,741","53,662,023",242
Nagaland,2020,1,Peer-to-peer payments,"135,966","821,508,820","6,042"
Nagaland,2020,1,Merchant payments,"18,249","17,663,339",968
Nagaland,2020,1,Financial Services,528,"215,067",407
Nagaland,2020,1,Others,"1,567","1,730,780","1,105"
Nagaland,2020,2,Recharge & bill payments,"328,269","85,264,116",260
Nagaland,2020,2,Peer-to-peer payments,"166,866","1,025,000,210","6,143"
Nagaland,2020,2,Merchant payments,"20,004","25,214,704","1,260"
Nagaland,2020,2,Financial Services,860,"989,240","1,150"
Nagaland,2020,2,Others,"1,567","1,206,234",770
Nagaland,2020,3,Recharge & bill payments,"347,494","91,214,897",262
Nagaland,2020,3,Peer-to-peer payments,"330,638","1,851,638,120","5,600"
Nagaland,2020,3,Merchant payments,"51,912","62,568,884","1,205"
Nagaland,2020,3,Financial Services,"2,544","2,136,903",840
Nagaland,2020,3,Others,"3,731","2,090,339",560
Nagaland,2020,4,Peer-to-peer payments,"417,393","2,563,827,858","6,142"
Nagaland,2020,4,Recharge & bill payments,"335,297","91,929,582",274
Nagaland,2020,4,Merchant payments,"90,496","113,115,660","1,250"
Nagaland,2020,4,Financial Services,"1,068","1,017,278",953
Nagaland,2020,4,Others,"3,571","3,194,492",895
Nagaland,2021,1,Peer-to-peer payments,"477,346","2,841,021,698","5,952"
Nagaland,2021,1,Recharge & bill payments,"376,473","110,095,190",292
Nagaland,2021,1,Merchant payments,"116,846","151,202,427","1,294"
Nagaland,2021,1,Financial Services,"1,511","1,929,644","1,277"
Nagaland,2021,1,Others,"3,721","3,201,526",860
Nagaland,2021,2,Peer-to-peer payments,"526,966","2,847,731,458","5,404"
Nagaland,2021,2,Recharge & bill payments,"453,979","126,962,525",280
Nagaland,2021,2,Merchant payments,"144,413","176,831,583","1,224"
Nagaland,2021,2,Financial Services,"1,624","1,785,916","1,100"
Nagaland,2021,2,Others,"3,809","2,982,483",783
Odisha,2018,1,Recharge & bill payments,"2,874,109","331,254,466",115
Odisha,2018,1,Peer-to-peer payments,"2,305,610","4,033,548,999","1,749"
Odisha,2018,1,Financial Services,"323,352","58,099,675",180
Odisha,2018,1,Merchant payments,"129,659","112,301,342",866
Odisha,2018,1,Others,"177,091","92,427,729",522
Odisha,2018,2,Peer-to-peer payments,"3,989,202","7,621,288,196","1,910"
Odisha,2018,2,Recharge & bill payments,"3,307,545","482,823,290",146
Odisha,2018,2,Financial Services,"472,304","67,829,260",144
Odisha,2018,2,Merchant payments,"257,628","213,530,873",829
Odisha,2018,2,Others,"131,465","102,838,720",782
Odisha,2018,3,Peer-to-peer payments,"24,472,139","22,029,087,499",900
Odisha,2018,3,Recharge & bill payments,"3,886,392","605,721,782",156
Odisha,2018,3,Financial Services,"836,547","97,292,154",116
Odisha,2018,3,Merchant payments,"729,995","275,532,813",377
Odisha,2018,3,Others,"127,082","86,881,528",684
Odisha,2018,4,Peer-to-peer payments,"12,285,028","21,804,268,078","1,775"
Odisha,2018,4,Recharge & bill payments,"5,142,124","773,017,650",150
Odisha,2018,4,Merchant payments,"3,061,813","682,181,416",223
Odisha,2018,4,Financial Services,"495,495","55,534,399",112
Odisha,2018,4,Others,"158,338","114,868,029",725
Odisha,2019,1,Peer-to-peer payments,"24,117,274","33,342,321,631","1,383"
Odisha,2019,1,Recharge & bill payments,"6,713,747","1,120,730,273",167
Odisha,2019,1,Merchant payments,"2,690,762","821,493,665",305
Odisha,2019,1,Financial Services,"375,910","34,542,739",92
Odisha,2019,1,Others,"134,249","108,039,623",805
Odisha,2019,2,Peer-to-peer payments,"16,455,353","41,423,292,022","2,517"
Odisha,2019,2,Recharge & bill payments,"7,845,252","1,506,620,073",192
Odisha,2019,2,Merchant payments,"4,827,067","1,664,621,261",345
Odisha,2019,2,Financial Services,"202,705","20,424,212",101
Odisha,2019,2,Others,"181,647","139,897,303",770
Odisha,2019,3,Peer-to-peer payments,"18,490,877","51,447,586,885","2,782"
Odisha,2019,3,Merchant payments,"13,984,738","3,895,753,253",279
Odisha,2019,3,Recharge & bill payments,"8,565,917","1,806,123,698",211
Odisha,2019,3,Financial Services,"195,034","31,079,935",159
Odisha,2019,3,Others,"185,706","124,033,587",668
Odisha,2019,4,Peer-to-peer payments,"43,284,477","72,966,050,937","1,686"
Odisha,2019,4,Recharge & bill payments,"10,629,461","2,290,841,668",216
Odisha,2019,4,Merchant payments,"10,601,703","4,395,710,870",415
Odisha,2019,4,Financial Services,"323,887","38,782,542",120
Odisha,2019,4,Others,"156,105","77,987,614",500
Odisha,2020,1,Peer-to-peer payments,"27,110,930","82,863,844,732","3,056"
Odisha,2020,1,Merchant payments,"13,269,709","5,738,217,250",432
Odisha,2020,1,Recharge & bill payments,"13,083,524","3,253,609,733",249
Odisha,2020,1,Financial Services,"84,037","27,641,461",329
Odisha,2020,1,Others,"134,107","73,485,023",548
Odisha,2020,2,Peer-to-peer payments,"24,520,938","80,990,080,778","3,303"
Odisha,2020,2,Recharge & bill payments,"17,040,333","4,551,061,364",267
Odisha,2020,2,Merchant payments,"8,313,965","6,092,753,945",733
Odisha,2020,2,Financial Services,"66,787","50,322,080",753
Odisha,2020,2,Others,"86,553","48,818,445",564
Odisha,2020,3,Peer-to-peer payments,"34,182,172","107,064,668,710","3,132"
Odisha,2020,3,Recharge & bill payments,"17,126,851","5,015,719,824",293
Odisha,2020,3,Merchant payments,"14,519,265","10,242,496,366",705
Odisha,2020,3,Financial Services,"90,736","84,971,748",936
Odisha,2020,3,Others,"114,805","56,087,156",489
Odisha,2020,4,Peer-to-peer payments,"47,588,728","153,208,735,347","3,219"
Odisha,2020,4,Merchant payments,"27,124,765","19,347,472,703",713
Odisha,2020,4,Recharge & bill payments,"17,318,073","5,532,179,002",319
Odisha,2020,4,Financial Services,"106,189","104,419,910",983
Odisha,2020,4,Others,"187,195","109,856,053",587
Odisha,2021,1,Peer-to-peer payments,"54,417,515","181,450,436,292","3,334"
Odisha,2021,1,Merchant payments,"38,180,718","25,201,936,762",660
Odisha,2021,1,Recharge & bill payments,"18,633,830","6,552,605,938",352
Odisha,2021,1,Financial Services,"87,263","95,064,024","1,089"
Odisha,2021,1,Others,"141,032","97,693,173",693
Odisha,2021,2,Peer-to-peer payments,"66,929,109","208,405,882,369","3,114"
Odisha,2021,2,Merchant payments,"39,402,607","29,208,847,675",741
Odisha,2021,2,Recharge & bill payments,"25,183,699","8,024,323,050",319
Odisha,2021,2,Financial Services,"102,474","102,761,987","1,003"
Odisha,2021,2,Others,"206,448","122,302,396",592
Puducherry,2018,1,Recharge & bill payments,"53,125","9,704,753",183
Puducherry,2018,1,Peer-to-peer payments,"40,303","147,834,476","3,668"
Puducherry,2018,1,Merchant payments,"4,163","4,427,034","1,063"
Puducherry,2018,1,Financial Services,"2,086","565,799",271
Puducherry,2018,1,Others,"4,535","3,293,909",726
Puducherry,2018,2,Recharge & bill payments,"59,867","14,607,337",244
Puducherry,2018,2,Peer-to-peer payments,"57,751","261,299,695","4,525"
Puducherry,2018,2,Merchant payments,"6,904","6,103,102",884
Puducherry,2018,2,Financial Services,"2,105","822,586",391
Puducherry,2018,2,Others,"3,634","2,968,400",817
Puducherry,2018,3,Peer-to-peer payments,"101,817","378,368,361","3,716"
Puducherry,2018,3,Recharge & bill payments,"67,909","19,654,338",289
Puducherry,2018,3,Merchant payments,"14,384","16,102,024","1,119"
Puducherry,2018,3,Financial Services,"1,766","395,307",224
Puducherry,2018,3,Others,"4,395","3,138,045",714
Puducherry,2018,4,Peer-to-peer payments,"173,170","569,825,171","3,291"
Puducherry,2018,4,Recharge & bill payments,"95,788","25,159,892",263
Puducherry,2018,4,Merchant payments,"29,470","25,999,610",882
Puducherry,2018,4,Financial Services,"3,490","689,170",197
Puducherry,2018,4,Others,"6,046","4,017,823",665
Puducherry,2019,1,Peer-to-peer payments,"313,822","835,983,054","2,664"
Puducherry,2019,1,Recharge & bill payments,"124,092","32,635,248",263
Puducherry,2019,1,Merchant payments,"54,518","33,763,705",619
Puducherry,2019,1,Financial Services,"3,165","337,570",107
Puducherry,2019,1,Others,"5,495","3,753,448",683
Puducherry,2019,2,Peer-to-peer payments,"331,248","1,109,343,372","3,349"
Puducherry,2019,2,Recharge & bill payments,"147,585","46,876,569",318
Puducherry,2019,2,Merchant payments,"92,941","49,963,602",538
Puducherry,2019,2,Financial Services,"1,524","469,352",308
Puducherry,2019,2,Others,"6,779","4,794,016",707
Puducherry,2019,3,Peer-to-peer payments,"394,866","1,316,118,200","3,333"
Puducherry,2019,3,Recharge & bill payments,"158,483","57,003,044",360
Puducherry,2019,3,Merchant payments,"156,137","82,601,335",529
Puducherry,2019,3,Financial Services,"1,090","528,681",485
Puducherry,2019,3,Others,"6,250","4,457,097",713
Puducherry,2019,4,Peer-to-peer payments,"559,670","1,725,523,873","3,083"
Puducherry,2019,4,Merchant payments,"249,621","128,039,884",513
Puducherry,2019,4,Recharge & bill payments,"195,707","74,383,572",380
Puducherry,2019,4,Financial Services,"1,481","391,196",264
Puducherry,2019,4,Others,"6,176","3,689,792",597
Puducherry,2020,1,Peer-to-peer payments,"600,290","1,919,499,666","3,198"
Puducherry,2020,1,Merchant payments,"349,788","184,925,418",529
Puducherry,2020,1,Recharge & bill payments,"251,115","96,515,615",384
Puducherry,2020,1,Financial Services,"1,527","858,237",562
Puducherry,2020,1,Others,"5,201","3,478,542",669
Puducherry,2020,2,Peer-to-peer payments,"468,789","1,680,190,118","3,584"
Puducherry,2020,2,Recharge & bill payments,"310,746","115,223,074",371
Puducherry,2020,2,Merchant payments,"249,951","160,931,601",644
Puducherry,2020,2,Financial Services,"1,555","2,339,469","1,504"
Puducherry,2020,2,Others,"2,342","1,346,719",575
Puducherry,2020,3,Peer-to-peer payments,"855,511","3,116,583,525","3,643"
Puducherry,2020,3,Merchant payments,"560,420","335,583,370",599
Puducherry,2020,3,Recharge & bill payments,"306,852","138,925,437",453
Puducherry,2020,3,Financial Services,"3,039","4,788,490","1,576"
Puducherry,2020,3,Others,"5,080","2,199,408",433
Puducherry,2020,4,Peer-to-peer payments,"1,211,359","4,090,057,483","3,376"
Puducherry,2020,4,Merchant payments,"1,108,292","647,985,608",585
Puducherry,2020,4,Recharge & bill payments,"383,707","184,037,246",480
Puducherry,2020,4,Financial Services,"3,783","3,888,988","1,028"
Puducherry,2020,4,Others,"8,862","4,556,893",514
Puducherry,2021,1,Peer-to-peer payments,"1,406,958","4,798,646,713","3,411"
Puducherry,2021,1,Merchant payments,"1,385,444","857,787,316",619
Puducherry,2021,1,Recharge & bill payments,"504,499","231,829,247",460
Puducherry,2021,1,Financial Services,"5,073","5,953,397","1,174"
Puducherry,2021,1,Others,"7,458","5,092,899",683
Puducherry,2021,2,Peer-to-peer payments,"1,581,221","5,266,478,797","3,331"
Puducherry,2021,2,Merchant payments,"1,437,110","932,602,617",649
Puducherry,2021,2,Recharge & bill payments,"719,252","289,799,593",403
Puducherry,2021,2,Financial Services,"4,851","4,980,244","1,027"
Puducherry,2021,2,Others,"8,953","4,973,445",556
Punjab,2018,1,Recharge & bill payments,"946,338","196,018,621",207
Punjab,2018,1,Peer-to-peer payments,"690,684","2,412,434,634","3,493"
Punjab,2018,1,Merchant payments,"87,477","83,873,894",959
Punjab,2018,1,Financial Services,"60,688","11,162,488",184
Punjab,2018,1,Others,"85,246","77,268,588",906
Punjab,2018,2,Recharge & bill payments,"1,262,450","395,417,028",313
Punjab,2018,2,Peer-to-peer payments,"1,017,159","4,036,457,554","3,968"
Punjab,2018,2,Merchant payments,"147,667","159,406,610","1,080"
Punjab,2018,2,Financial Services,"82,256","17,719,391",215
Punjab,2018,2,Others,"71,631","75,671,629","1,056"
Punjab,2018,3,Peer-to-peer payments,"1,684,209","6,173,898,401","3,666"
Punjab,2018,3,Recharge & bill payments,"1,381,730","622,737,634",451
Punjab,2018,3,Merchant payments,"274,458","194,883,995",710
Punjab,2018,3,Financial Services,"54,285","9,429,175",174
Punjab,2018,3,Others,"67,426","64,737,840",960
Punjab,2018,4,Peer-to-peer payments,"2,269,375","9,404,088,424","4,144"
Punjab,2018,4,Recharge & bill payments,"1,817,964","825,449,591",454
Punjab,2018,4,Merchant payments,"648,096","455,091,550",702
Punjab,2018,4,Financial Services,"62,453","11,832,963",189
Punjab,2018,4,Others,"89,249","85,520,045",958
Punjab,2019,1,Peer-to-peer payments,"4,026,294","12,027,441,596","2,987"
Punjab,2019,1,Recharge & bill payments,"2,304,690","986,004,868",428
Punjab,2019,1,Merchant payments,"711,152","478,382,601",673
Punjab,2019,1,Financial Services,"45,621","6,871,296",151
Punjab,2019,1,Others,"84,380","75,789,642",898
Punjab,2019,2,Peer-to-peer payments,"4,140,474","16,258,891,447","3,927"
Punjab,2019,2,Recharge & bill payments,"2,815,047","1,440,058,991",512
Punjab,2019,2,Merchant payments,"1,407,963","815,090,878",579
Punjab,2019,2,Financial Services,"37,435","6,876,144",184
Punjab,2019,2,Others,"108,911","93,875,934",862
Punjab,2019,3,Peer-to-peer payments,"4,726,946","19,146,726,287","4,051"
Punjab,2019,3,Recharge & bill payments,"3,455,594","2,481,094,965",718
Punjab,2019,3,Merchant payments,"2,374,014","1,183,743,251",499
Punjab,2019,3,Financial Services,"32,359","7,912,220",245
Punjab,2019,3,Others,"117,899","86,338,883",732
Punjab,2019,4,Peer-to-peer payments,"6,386,367","25,564,144,630","4,003"
Punjab,2019,4,Recharge & bill payments,"4,068,332","2,622,222,199",645
Punjab,2019,4,Merchant payments,"3,122,413","1,741,259,163",558
Punjab,2019,4,Financial Services,"22,956","6,382,345",278
Punjab,2019,4,Others,"98,557","55,793,908",566
Punjab,2020,1,Peer-to-peer payments,"6,339,183","26,350,005,915","4,157"
Punjab,2020,1,Recharge & bill payments,"4,935,115","2,767,419,473",561
Punjab,2020,1,Merchant payments,"3,838,480","2,196,329,615",572
Punjab,2020,1,Financial Services,"17,924","10,987,851",613
Punjab,2020,1,Others,"87,082","49,442,412",568
Punjab,2020,2,Recharge & bill payments,"6,064,807","3,089,758,241",509
Punjab,2020,2,Peer-to-peer payments,"5,639,212","25,074,384,847","4,446"
Punjab,2020,2,Merchant payments,"2,290,868","2,058,898,904",899
Punjab,2020,2,Financial Services,"23,314","23,704,958","1,017"
Punjab,2020,2,Others,"63,093","37,907,301",601
Punjab,2020,3,Peer-to-peer payments,"7,354,451","32,477,438,924","4,416"
Punjab,2020,3,Recharge & bill payments,"5,478,668","4,066,750,821",742
Punjab,2020,3,Merchant payments,"4,261,548","3,490,665,357",819
Punjab,2020,3,Financial Services,"32,390","42,060,249","1,299"
Punjab,2020,3,Others,"82,516","46,176,796",560
Punjab,2020,4,Peer-to-peer payments,"9,609,405","43,286,909,257","4,505"
Punjab,2020,4,Merchant payments,"7,144,295","6,142,380,827",860
Punjab,2020,4,Recharge & bill payments,"6,072,201","4,201,551,870",692
Punjab,2020,4,Financial Services,"38,820","51,677,182","1,331"
Punjab,2020,4,Others,"133,204","92,887,343",697
Punjab,2021,1,Peer-to-peer payments,"10,951,083","46,908,632,143","4,283"
Punjab,2021,1,Merchant payments,"9,333,364","7,651,004,599",820
Punjab,2021,1,Recharge & bill payments,"6,332,928","3,980,874,403",629
Punjab,2021,1,Financial Services,"43,094","52,009,482","1,207"
Punjab,2021,1,Others,"110,366","98,366,463",891
Punjab,2021,2,Peer-to-peer payments,"13,180,933","55,282,486,111","4,194"
Punjab,2021,2,Merchant payments,"11,225,598","9,710,508,482",865
Punjab,2021,2,Recharge & bill payments,"7,591,039","4,370,756,869",576
Punjab,2021,2,Financial Services,"46,218","53,309,051","1,153"
Punjab,2021,2,Others,"127,460","113,998,049",894
Rajasthan,2018,1,Recharge & bill payments,"4,305,940","868,358,581",202
Rajasthan,2018,1,Peer-to-peer payments,"2,540,658","7,547,652,853","2,971"
Rajasthan,2018,1,Financial Services,"202,537","37,125,466",183
Rajasthan,2018,1,Merchant payments,"184,127","201,212,697","1,093"
Rajasthan,2018,1,Others,"358,428","271,943,533",759
Rajasthan,2018,2,Recharge & bill payments,"5,288,093","1,511,007,056",286
Rajasthan,2018,2,Peer-to-peer payments,"3,770,555","13,341,587,602","3,538"
Rajasthan,2018,2,Merchant payments,"345,752","342,809,668",991
Rajasthan,2018,2,Financial Services,"279,471","52,145,153",187
Rajasthan,2018,2,Others,"289,826","311,536,697","1,075"
Rajasthan,2018,3,Peer-to-peer payments,"7,120,792","21,010,614,922","2,951"
Rajasthan,2018,3,Recharge & bill payments,"5,894,660","2,252,031,410",382
Rajasthan,2018,3,Merchant payments,"711,240","445,504,998",626
Rajasthan,2018,3,Financial Services,"230,083","30,185,982",131
Rajasthan,2018,3,Others,"300,323","302,431,359","1,007"
Rajasthan,2018,4,Peer-to-peer payments,"10,752,729","33,578,327,038","3,123"
Rajasthan,2018,4,Recharge & bill payments,"7,557,003","2,743,591,539",363
Rajasthan,2018,4,Merchant payments,"1,985,927","1,172,254,324",590
Rajasthan,2018,4,Financial Services,"311,632","40,412,563",130
Rajasthan,2018,4,Others,"352,432","374,501,620","1,063"
Rajasthan,2019,1,Peer-to-peer payments,"27,621,606","55,246,071,722","2,000"
Rajasthan,2019,1,Recharge & bill payments,"11,650,961","3,821,181,817",328
Rajasthan,2019,1,Merchant payments,"3,921,438","1,664,209,335",424
Rajasthan,2019,1,Financial Services,"359,993","36,340,413",101
Rajasthan,2019,1,Others,"402,042","373,355,290",929
Rajasthan,2019,2,Peer-to-peer payments,"25,257,679","79,466,464,089","3,146"
Rajasthan,2019,2,Recharge & bill payments,"14,968,290","5,709,279,551",381
Rajasthan,2019,2,Merchant payments,"9,026,751","3,435,472,167",381
Rajasthan,2019,2,Financial Services,"182,685","34,134,487",187
Rajasthan,2019,2,Others,"573,881","461,962,879",805
Rajasthan,2019,3,Peer-to-peer payments,"29,885,618","97,443,950,787","3,261"
Rajasthan,2019,3,Merchant payments,"19,646,612","6,705,923,743",341
Rajasthan,2019,3,Recharge & bill payments,"16,970,783","7,872,719,572",464
Rajasthan,2019,3,Financial Services,"217,029","37,899,900",175
Rajasthan,2019,3,Others,"583,575","407,796,031",699
Rajasthan,2019,4,Peer-to-peer payments,"43,354,317","140,449,134,717","3,240"
Rajasthan,2019,4,Recharge & bill payments,"20,604,852","9,028,860,435",438
Rajasthan,2019,4,Merchant payments,"20,544,791","9,721,826,538",473
Rajasthan,2019,4,Financial Services,"101,805","25,014,672",246
Rajasthan,2019,4,Others,"468,477","227,573,687",486
